HOSPITAL,,,Reviewer,"RATING CATEGORIES (Score 1-5, 1 = low/bad, 5 = high, outstanding)",,,,,,,,,,REVIEWS,,,
Hospital Name,Hospital City,Hospital State ,Reviewer's Name,Onboarding & Orientation,Culture & Friendliness Toward Travelers,Facility Location,Safety & Patient Ratios,Management & Leadership,Patient Acuity,Housing Options,Pay,Diversity & Inclusion,Would You Return?,Review Title,Review,Source Website,Date Posted 
Livingston Healthcare,Livingston,MT,Anonymous,5,5,4,5,4,,,,,,Surgical — Syndicated Review,"This hospital is in a beautiful area with access to outdoor recreation near and far, and although it is severely understaffed, it is staffed by delightful people once you crack into them. The call is high, with bi weekly-ish weekend call beginning after a Friday shift and ending before a Monday shift, plus an additional one to two days of call per week. Shifts are 8s or 10s between 630a-5p. There is one staff surgical technologist and one RN who scrubs, so support is minimal. Call cases tend to be c sections and minor general. Surgeons trend on the resourceful, respectful, grateful, value their surgical techs end of the spectrum. I came here from July to October. Finding housing is exceptionally difficult, the cost to live here is extreme. The RN manager went to great lengths to help find me a place to live which was the only reason I was able to find housing. Finding a place to park a camper is difficult. The town of Livingston is walkable, cycleable and quaint. There isn't much to do but the river runs through and Bozeman is only 30 minutes away for slightly more entertainment. From hiking, kayaking, berry picking, to bird watching, there are things to do outside and it is possible to make the very most of this place for a good amount of time despite the time spent at work.",https://app.scrubstr.com/hospitals/livingston-healthcare,"August 31, 2022"
Long Island Jewish Medical Center,New Hyde Park,NY,Anonymous,3.5,3.5,4,4.5,3.5,,,,,,Syndicated Review,I couldn’t access the supply room or med room all night because you have to scan your badge each time and my badge was not set up to do that. No orientation. Staff did their best to help and were very nice but it was frustrating. Parked on the street no issue.,https://app.scrubstr.com/hospitals/long-island-jewish-medical-center,"February 14, 2023"
Long Island Jewish Medical Center,New Hyde Park,NY,Anonymous,3.5,3.5,4,4.5,3.5,,,,,,Surgical — Syndicated Review,Large OR -25 rooms/5 DaVinci robotics including 1 SP,https://app.scrubstr.com/hospitals/long-island-jewish-medical-center,"September 20, 2022"
Long Island Jewish Medical Center,New Hyde Park,NY,Anonymous,3.5,3.5,4,4.5,3.5,,,,,,Syndicated Review,Badge has no access. Off street parking - my car was hit 3 times. Most staff is nice.,https://app.scrubstr.com/hospitals/long-island-jewish-medical-center,"August 7, 2024"
Louisiana Extended Care Hospital Of Lafayette,Lafayette,LA,Anonymous,4,4,4,4,4,,,,,,Med-Surg — Syndicated Review,"Patient ratio 1:5, expected for med-surg. Nurses help when needed. Short staffed like every other hospital. Depending on what floor you're on, charge nurse is a big help.",https://app.scrubstr.com/hospitals/louisiana-extended-care-hospital-of-lafayette,"August 30, 2022"
Lourdes Hospital,Paducah,KY,Anonymous,5,5,5,5,5,,,,,,Syndicated Review,-,https://app.scrubstr.com/hospitals/lourdes-hospital,"December 9, 2022"
Lovelace Medical Center,Albuquerque,NM,Anonymous,4,4.5,4.5,-,-,,,,,,Intensive Care — Syndicated Review,"My contract started after covid-19 had come; occasionally being tripled with ICU status patients. The ICU started as partial covid-unit and partial clean unit and by the end of the contract the entire MICU floor was covid-19. N95s were chemically cleaned between shifts and new were given after 5 uses. The facility is older and it shows sometimes. The IV pumps need replacing as more and more had battery issues. There weren't enough CNAs to keep up with the challenges on the unit and we were encouraged to ask other RNs for help, which was challenging when everyone had their own teams to attend to. The Charge RNs were outstanding and did what they could to assist and facilitate problem solving. Sadly, there were simply too many patients coming to keep us from getting overwhelmed. The hospital reminded me of the one I used to call home; older building, understaffed, overworked, with the RNs and support staff doing what they could, but not having all the tools needed to get the job done. I did learn and felt supported in a very tough time. The equipment isn't perfect (Neuro ICU monitors wouldn't upload vitals into EPIC so had to be done manually). I would consider going back through; core RNs and Charges were outstanding.",https://app.scrubstr.com/hospitals/lovelace-medical-center,"March 15, 2021"
Lovelace Womens Hospital,Albuquerque,NM,Anonymous,3.5,3,4.5,4,4,,,,,,Labor and Delivery — Syndicated Review,"L&D floor was ran by VERY hands on MW (I would get looks for checking a patient, unable to place IUPC/FSE, etc) Physician interaction was minimal but always were friendly. They have some of the BEST CRNAs here, I’m talking 5 minute epidurals on average. Most of the charge nurses were very helpful, only one charge was very abrasive and confrontational to travel nurses. They are very busy and very short. Management will always side with problematic families. 3-4 day inductions are typical here, so are hemorrhages. High drug using population. Not the safest area, but also never had a bad experience in that area. I never had more than 2 laboring patients at a time and if i got busy with one, the charge never had patients so she would take over my other. Most of the staff nurses were very welcoming and nice and willing to help where I needed it! I would need well over $3k/week to come back just because of how busy they are.",https://app.scrubstr.com/hospitals/lovelace-womens-hospital,"August 19, 2022"
Lovelace Womens Hospital,Albuquerque,NM,Anonymous,3.5,3,4.5,4,4,,,,,,Intensive Care — Syndicated Review,"The ICU here is small: 8 beds, maybe saw 2 ventilator patients per year before COVID. They aren't experienced with pressors or titratable drips. Pharmacy rolls over for anything the MD requests. They have a very high attrition rate among permanent staff, to the point some shifts will be ALL travelers and a traveler will be expected to take Charge RN duties. Some doctors are verbally abusive and attempt to publicly humiliate RNs, or tell an RN ""that's impossible, they would be dying"" if an RN brings up a serious concern and refuse to assess the patient. Med-Surg floors are drowning, as is the ER. ICU will be asked to float to ER or to the floor, but usually only take an isolation patient on 1:1 suicide precautions if on the floor. Plastic Surgery does DIEP flap breast reconstructions, and they are very particular about their patients (but very approachable and kind to RNs, understanding travelers can't know what they weren't told). No tube station, you walk all your own labs and pick up all your own meds. No techs. Staff (where they exist) can be very traveler friendly and welcoming. It's a really great area of Albuquerque. You're lucky if you have NP coverage on nights. An intensivist tends to run ICU patients, but there is a hospitalist assigned to every patient (though they seem really defeated and just trying to get through the day). Admin will bow to patient families even when it is unsafe or unreasonable, placing bedside staff in awkward positions. Not a lot of equipment available.",https://app.scrubstr.com/hospitals/lovelace-womens-hospital,"April 27, 2022"
Lowell General Hospital,Lowell,MA,Anonymous,4.5,5,3.5,5,5,,,,,,Intensive Care — Syndicated Review,"Staff and management was fantastic. I definitely will return. Assignments were fair, never tripled and no float outside of icu. Diverse patient population and health disparities. Staffed by tufts physicians. Any color scrubs. I stayed in nashua nh it was safe and lots to do.",https://app.scrubstr.com/hospitals/lowell-general-hospital,"June 25, 2021"
Lowell General Hospital,Lowell,MA,Anonymous,4.5,5,3.5,5,5,,,,,,Intensive Care — Syndicated Review,"VERY traveler friendly. A great place to work! Staff is exceptionally helpful and welcoming and management was great with scheduling. Lowell itself isn’t the most safe area but there are lots of nice areas to stay nearby. Providers were very easy to get ahold of, any scrub color you want! Nice diverse patient population — would highly recommend.",https://app.scrubstr.com/hospitals/lowell-general-hospital,"December 30, 2023"
Lowell General Hosp Saints Medical Center,Lowell,MA,Anonymous,4,5,4,5,5,,,,,,Emergency Room — Syndicated Review,"Very nice physicians, staff RNs, and techs. Ratio’s are usually 4 or 5 to 1. Rarely do I have 6 patients. Security is good because there is a big homeless/psych population.",https://app.scrubstr.com/hospitals/lowell-general-hosp-saints-medical-center,"May 22, 2024"
Lower Keys Medical Center,Key West,FL,Anonymous,1,1,4,-,-,,,,,,Intensive Care — Syndicated Review,AWFUL. BARELY GOT OUT WITH MY LICENSE.,https://app.scrubstr.com/hospitals/lower-keys-medical-center,"August 15, 2021"
Lucile Salter Packard Children's Hosp. At Stanford,Palo Alto,CA,Anonymous,3,5,4,5,4,,,,,,Pediatrics — Syndicated Review,This place is AMAZING! They are well prepared for travelers and treat you as one of their own. The resources available and break rules make for a great assignment. I’d live here if I wasn’t an east coast girly!,https://app.scrubstr.com/hospitals/lucile-salter-packard-childrens-hosp-at-stanford,"November 2, 2022"
Lutheran General Hospital Advocate,Park Ridge,IL,Anonymous,4,4.5,3.5,4,4.5,,,,,,Syndicated Review,Hospital was recently remodeled. Updated equipment. Staff was friendly and willing to help. rapid response team was helpful. Wasn’t floated during my 8 weeks there. Location is iffy. Hard to find decent housing and it takes an hour or longer to get into Chicago most of the time,https://app.scrubstr.com/hospitals/lutheran-general-hospital-advocate,"January 11, 2023"
Lutheran Hospital Of Indiana,Fort Wayne,IN,Anonymous,3.5,4,4,4,4,,,,,,Surgical — Syndicated Review,"CVOR was GROSSLY UNDERSTAFFED!!!! (normal staffing number for nurses-9; when I arrived I made nurse number 3.... grossly understaffed!) Orientation was sub-par, on the fly, not well organized. A couple of the permanent nurses were fantastic, but seems like the great staff were being run off. 1 of the surgeons was awesome to work with, the rest were so condescending it was professionally staggering, which is very sad to report.",https://app.scrubstr.com/hospitals/lutheran-hospital-of-indiana,"January 24, 2023"
Lutheran Hospital Of Indiana,Fort Wayne,IN,Anonymous,3.5,4,4,4,4,,,,,,Intensive Care — Syndicated Review,"Covid ICU: Julie, the unit manager, is awesome but the unit itself is hit or miss. If the clique was there, there was no team work environment and people just let things beep. The unit has a lot of potential, but the team work and proactive mentality are on the lower side. Not the worst place I've been, but at the same time, I'm relieved to be done.",https://app.scrubstr.com/hospitals/lutheran-hospital-of-indiana,"January 1, 2022"
Lutheran Hospital Of Indiana,Fort Wayne,IN,Anonymous,3.5,4,4,4,4,,,,,,Syndicated Review,"Trauma Level 2. I was in Cath Lab. Took a good 2-3 weeks to get comfortable with flow, charting, and pt acuity... after those couple weeks it became MUCH easier. Staff great to work with in Cath Lab! Great and I do mean GREAT managers in that dept!!! Every place will have pros and cons... The biggest con for them was how busy it was. Extremely fast paced. But I did thoroughly enjoy my time there.",https://app.scrubstr.com/hospitals/lutheran-hospital-of-indiana,"November 4, 2021"
Lutheran Medical Center,Wheat Ridge,CO,Anonymous,4.5,4,4.5,4,4.5,,,,,,Med-Surg — Syndicated Review,Building a new hospital at this time.,https://app.scrubstr.com/hospitals/lutheran-medical-center,"August 20, 2022"
